Product Name,Brand Name,Key Features/Benefits,Target Keywords,Other Details
Portable Power Station 568Wh/600W Wireless Charger 15W PD Output 65W Type-C/QC 3.0/AC Outlets Solar Generator CPAP Battery Power Emergency Backup Powe,Kingboss,"Highlights:<br>1.Portable, Intelligent Monitoring, Short-circuit Protection, Overcurrent Protection, Over-voltage Protection, Overpower Protection, Battery Balance System, Overcharge ProtectionPortable, Intelligent Monitoring, Short-circuit Protection, Overcurrent Protection, Over-voltage Protection, Overpower Protection, Battery Balance System, Overcharge Protection<br>2.Solar Generator, Portable Power Station 600W (Peak 1200W) Kingboss, 153600mAh 568WH, Lithium Battery 110V/600W, AC Outlet, 2*DC Carport, 2*USB-C, QC USB 3.0, Camping Power bank, Outdoor Indoor, RV, Outage<br><br>Details:<br><p><img data-srcid=""87705792""></p><p><img data-srcid=""87705802""></p><p><img data-srcid=""87705812""></p><p>About this item:</p><p>[MULTIPLE OUTPUT PORTS]: Kingboss Portable Power Station is featured with AC/DC/USB outputs: 2*110V AC output (600W); QC 3.0 USB port; 1*USB port (5V-2.4A); 1*USB-C PD65W; 1*DC input with 1*DC input (12V- 24V).[DEVICES]: Our Portable Power Station can charge devices such as: Computer; Jump Starter; Mini Projector; Fan; Mini Fridge; Printer; Drone; Phones/Tablet; Powertool; Laptop/TV. Only Devices up to 600W can be charged.[INCLUDES]: Kingboss Electric Generator includes 600W outdoor and indoor power supply; Car charger; AC power adapter; USB-C Cable + Kingboss Travel Carrying Case. Our 600W Power Station is perfect to be transported due to its weight (11Ibs) and size (7.70x5.20x9.10in).[RECHARGING METHODS]: Our Battery Powered Outlet can be recharged: With a compatible 100W solar photovoltaic panel (8 hours); With our car charger (12 hours); With AC Wall Outlet (6.5 hours). Lithium Battery 1000W recharges faster than other batteries.[PROTECTION]: Kingboss Battery Generator is equipped with an advanced BMS (Battery Management System) Multiple Outlet that protects the battery and devices against short circuits; over-temperature; overcharging; overvoltage and overpowering.[SAFETY]: Our power bank includes a Pure Sine Wave AC output that ensures stable and safer charging; and reduces audible and electrical noise. On top of that; it contains an MPPT controller built-in for optimized high-efficiency solar charging.[RELIABLE]: To give customers a pleasant experience; Kingboss offers a 2 Year Warranty that allows you to return the portable generator by 7 days in case it is defective; and a 24/7 customer service. Camping outdoor awaits you with our Solar Generator!</p><p><img data-srcid=""87705832""></p><p><img data-srcid=""87705842""></p><p><img data-srcid=""87705852""></p><p><img data-srcid=""87705862""></p><p><img data-srcid=""87705872""></p><p><img data-srcid=""87705882""></p><p><span>Output WattageProduct </span><span>Dimensions</span></p><p>What's in the box:  Power Station Handbag Multiple USB Charging CableCar ChargerAC Power Adapter</p><p> </p><p>Product information</p><table id=""productDetails_detailBullets_sections1""><tbody><tr><th>Brand</th><td>Kingboss</td></tr><tr><th>Wattage</th><td>568.00</td></tr><tr><th>Power Source</th><td>Solar Powered; Battery Powered</td></tr><tr><th>Item Weight</th><td>10.56 Pounds</td></tr><tr><th>Voltage</th><td>110 Volts</td></tr><tr><th> </th><td>600 Watts</td></tr><tr><th>Special Feature</th><td>Portable; Intelligent Monitoring; Short-circuit Protection; Overcurrent Protection; Over-voltage Protection; Overpower Protection; Battery Balance System; Overcharge Protection</td></tr><tr><th>Included Components</th><td>Car Charger; AC Power Adapter; Handbag; Power Station; Multiple USB Charging Cable</td></tr><tr><th>Color</th><td>Orange</td></tr><tr><th>Product Dimensions</th><td>7.7""L x 5.2""W x 9.1""H</td></tr><tr><th>Engine Type</th><td>4 Stroke</td></tr><tr><th>Frequency</th><td>60 Hz</td></tr><tr><th> </th><td>10.82 x 8.46 x 6.69 inches</td></tr><tr><th>Item Weight</th><td>10.56 pounds</td></tr><tr><th>ASIN</th><td>B09JZH7RZT</td></tr><tr><th>Item model number</th><td>YW600</td></tr><tr><th>Batteries</th><td>1 Lithium Ion batteries required. (included)</td></tr><tr><th>Customer Reviews</th><td><span data-acrstarslink-click-metrics=""{}"" data-action=""acrStarsLink-click-metrics"" data-csa-c-func-deps=""aui-da-acrStarsLink-click-metrics"" data-csa-c-id=""39fwwz-frm5wq-4h4rpi-4jtlzi"" data-csa-c-type=""widget""><span id=""acrPopover"" title=""4.6 out of 5 stars"">4.8 out of 5 stars   </span></span> <span data-acrlink-click-metrics=""{}"" data-action=""acrLink-click-metrics"" data-csa-c-func-deps=""aui-da-acrLink-click-metrics"" data-csa-c-id=""x2irux-yt8wlq-wtfcah-euv8fz"" data-csa-c-type=""widget""><span id=""acrCustomerReviewText"">1; 012 ratings</span></span><br>4.8 out of 5 stars</td></tr><tr><th>Best Sellers Rank</th><td>#9; 678 in Patio; Lawn & Garden <br>#22 in Outdoor Generators</td></tr><tr><th>Date First Available</th><td>October 21; 2021</td></tr><tr><th>Manufacturer</th><td>Kingboss Electronics </td></tr></tbody></table><p> </p><p> </p><p> </p><p> </p>",Portable Power Station 568Wh/600W Wireless Charger 15W PD Output 65W Type-C/QC 3.0/AC Outlets Solar Generator CPAP Battery Power Emergency Backup Powe,
Portable Power Station;  2048Wh LiFePO4 Battery Backup;  1.8H Fast Charging;  2400W AC Outlets(4800W Peak);  25A RV Output;  Solar Generator for Outdo,Ecoplay,Details:<br><p>[LARGE CAPACITY BATTERY] Our portable power station is equipped with a 2048Wh LiFePO4 battery; which charging for Laptop(50W) 42h; Drone(40W) 52h; Coffee Machine(1000W)2h+; Camera(20W) 95 times; Car Refrigerator(48W)48h; Rice Cooker(500W)4h+; Projector(150W)14h; Hair Dryer(1200W)2h; Juicer(1000W)2h; Electric Kettle(500W)4h+; Electric Drill(800W)2.5h; Electric Heating Fan(200W)10h+.✅ Note: The Ecoplay power station is the lightest and safest 2400W portable power station in the market. Weighs only 48 lbs.✅</p><p>[POWER 16 DEVICES SIMULTANEOUSLY]The portable power station can charge 16 devices at the same time (e.g. projector; drone; camera; Macbook; etc.) for your outdoor needs. it features with 6* AC Outlets (2400W power; 110V/50Hz pure sine wave); 2*DC Outputs (12V/3A); 1*XT-60 Output(12V/25A); 1*Car Charging Output(12V/10A); 2* USB-A QC3.0 Port (5-12V 18W fast charging); 3* USB-C Port (5-20V/ 20W); 1* USB-C Port (5-20V/ 100W Max).</p><p>[MULTIPLE CHARGING METHODS] The power station has multiple charging methods: 1. Use the AC adapter (included) to charge your power station; it can be fully charged in 1.8 hours. 2. It can be charged through the cigarette lighter in the car. 3. Charged by solar panel(400W); the shortest can be fully charged in 7 hours.4. AC charging plus solar panel charging at the same time; the maximum can reach 1600W ; it can be fully charged in about 1.5 hours (considering strong light conditions)</p><p>[LiFePO4 BATTERY] Portable power station adopts LiFePO4 battery; which has 3500+ super long life and service life of 4-7 times that of other batteries on the market. That’s almost 15 years of regular use. Compared with traditional lead-acid batteries; it has a safer and more stable battery structure; which are the safest battery type in the market and UL authorized batteries.</p><p>[ADVANCED DESIGN] Portable power station is designed with input power multi-adjustment knob; and the power is adjusted according to the actual input voltage during charging. In addition; in UPS mode; when the AC input power of the mains is cut off due to a power outage; the AC input power of the mains can be used in about automatic switch to the product battery within 10ms to ensure AC output.</p><p>[WHAT YOU GET] 2 Years Warranty. 1* 2400W Portable Power Station; 1* Car Charging Cable; 1* AC Cable; 1* Anderson to MC4; 1* User Manual. ✅TIPS: Shipped from CA/NJ warehouse; delivered in 3-4 working days. Quality assurance; worry-free shopping✅</p>,Portable Power Station;  2048Wh LiFePO4 Battery Backup;  1.8H Fast Charging;  2400W AC Outlets(4800W Peak);  25A RV Output;  Solar Generator for Outdo,
Portable Solar Power Station Rechargeable Backup Power Bank w/Flashlight 3 Lighting Bulbs For Camping Outage Garden Lamp,,Details:<br><p><strong>*Features*:</strong></p><p>*Portable Solar Power Emergency Power Backup*:Perfect emergency power backup for home; travel; camping. Rechargeable battery solar generator system with larger power capacity 4500mAh; storage solar generator power to battery and supply power to LED light and mobile phone.<br>*Dual Way To Charge Power Station*:Two methods for you to choose. Easy and Fast!Inbuilt with 6V/4.5AH rechargeable sealed lead-acid battery; powered by solar or by included charging adapter. The solar panel needs to face directly to the sun and the weather condition may influence its charging time.<br>*Up To 30Hrs Runtime*:With a flashlight; 12LED beads lighting panel and 3 extra 3W bright white LED bulbs; Low power consumption; long-lasting lighting time and durability. Up to 30 hours of a bulb lighting per time.<br>*Multi-functions*:Digital LED display; built-in MP3 player &FM radio; support USB & MMC card. 4 Ports 6V output to LED bulb light; dual USB 5V DC Output with an included multi-port USB cable; for your tablets; iPhone; iPad; laptops; fans; digital camera and USB shaver charged up. <strong>Note:</strong>We only include 3 light bulbs.<br>*Battery Indicator*:3Pcs Battery indicators of power station enable you to know the battery status and charge timely. Never worry about running out of the battery. Inbuilt with multiple protection system; prevent short-circuit; over- current; over-power; low-voltage; over-temperature; ensuring complete protection for you and your devices.</p><p><strong>*Specifications*:</strong></p><p>Product Type: Portable Solar Power Bank Generator<br>Solar Panel: 3.5W Monocrystalline<br>Solar Light Bead Quantity: 12Pcs<br>Flashlight Bead Quantity: 1Pc<br>Per Bulb LED Bead Quantity: 8Pcs<br>Power Bank Battery: Built-in 6V/4.5AH Rechargeable Sealed Lead-acid Battery<br>Power Station Fully Charged Time By Solar: 15Hrs<br>Adapter Input: AC 100-250V;  50/60Hz (13Hrs Fully Charged Power Station)<br>Adapter Output: DC8.4V±0.5V; 1A<br>Power Station Input: AC 100-240V;  50/60Hz; DC9V<br>Power Station Output: DC6V<br>Per LED Bulb Brightness: 110LM<br>Integrated Flashlight: 170LM<br>Flashlight: 200LM<br>Runtime: 8Hrs; 12-30Hrs Per Bulb Use When Fully Charged<br>Blub Power: 3W<br>USB Output: DC 5V/1A; DC 5V/0.5A<br>Per Lamp Port: 6V<br>Remote Battery Type: CR2025 3V Lithium Battery<br>IR Remote Range: 3m/9.84FT<br>Per Bulb Wire Length: 4m/13FT<br>Solar Panel Cable: 5m/16.4FT<br>Adapter Cable Length: 70cm/27.55in<br>Power Station Size: 13x22x6.5cm/5.11x8.66x2.56in<br>Solar Panel Size: 15x26.5x1.5cm/5.9x10.44x0.59in<br><strong>*Package Lists*:</strong></p><p>1 x Solar Panel<br>1 x Portable Power Station<br>1 x Remote Controller<br>3 x Lighting Bulbs w/ 4m/13FT cable<br>1 x Charging Cable w/ Adapter<br>1 x Multi-port-USB Charging Cable</p>,Portable Solar Power Station Rechargeable Backup Power Bank w/Flashlight 3 Lighting Bulbs For Camping Outage Garden Lamp,
Portable Survival Chain Saw; Pocket Camping Hiking Tool; Outdoor Hand Wire Saw,,Details:<br>Portable Survival Chain Saw;  Pocket Camping Hiking Tool;  Outdoor Hand Wire Saw,Portable Survival Chain Saw; Pocket Camping Hiking Tool; Outdoor Hand Wire Saw,
Portable Windproof Camping Cookout Gas Stove Holder Set,,"<p><strong>Product information:</strong></p><p>Net weight:1KG<br>Grill or not:no<br>Grill/plate specifications:Cloth bag<br>Applicable number:3-5 people<br>Category of stoves:Gas furnace<br>Furnace structure:one-piece<br>Applicable environment:Ordinary outdoor environment<br>Maximum burning time:60MIN<br>Type of fuel:butane<br>Color classification:Dark khaki milk coffee lead gray<br>Whether there is an ignition device:There is no<br>Power:<span style=""font-size: 1em;"">11000</span></p><p><span style=""font-size: 1em;"">Cookware Gas Stove</span></p><p><br><strong>Packing list:</strong></p><p>1* <span style=""font-size: 1em;"">Alpine stove</span></p><p><strong><br></strong></p><p><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/1817921c-7c55-45b1-a967-ef26cd8ca427.png"" style=""max-width:100%;""><strong><br></strong></p><p><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/efe93d46-fd00-4c08-94ac-a30368cc28ce.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/2af6cd5e-6e0e-42de-a9fe-96da696127e7.jpg"" style=""max-width: 100%;""></p><p><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/09b6c25c-b675-4fcb-a9ca-449af2255bba.jpg"" style=""max-width:100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/809211d4-694f-4fbe-86f8-9007aa0fdc4d.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/371163b9-f1b6-465d-8ad1-048fb700850a.jpg"" style=""max-width: 100%;""><strong><br></strong></p>",Portable Windproof Camping Cookout Gas Stove Holder Set,
Professional Party Tent 8.2'x8.2' Anthracite 0.3 oz/ft¬≤,vidaXL,Details:<br><p>Our partytent provides a wonderful place to entertain your family and friends at all sorts of outdoor parties and get-togethers.</p><p> </p><p>The party tent is made of UV- and water-resistant polyethylene material and therefore very practical for outdoor use. The frame is manufactured from rust-resistant steel;  making the outdoor canopy stable and durable. The garden gazebo is easy to assemble.</p><p> </p><p>NOTE: This product should NEVER be used under bad weather;  such as strong wind;  heavy rain;  snow;  storm;  etc.</p><ul><li>Color: Anthracite</li><li>Material: 0.3 oz/ft² PE (100% polyethylene);  steel</li><li>Dimensions: 8.2' x 8.2' x 7.9' (W x D x H)</li><li>Eave height from the ground: 6.6'</li><li>UV and water resistant</li><li>Mounting materials included: Yes</li></ul>,Professional Party Tent 8.2'x8.2' Anthracite 0.3 oz/ft¬≤,
Professional Party Tent with Side Walls 13.1'x19.7' Blue 0.3 oz/ft¬≤,vidaXL,Highlights:<br>1.Professional Party Tent with Side Walls 13.1'x19.7' Blue 90 g/m¬≤<br><br>Details:<br><p>Our partytent provides a wonderful place to entertain your family and friends at all sorts of outdoor parties and get-togethers.</p><p> </p><p>The garden marquee is made of UV- and water-resistant polyethylene material and therefore very practical for outdoor use. The frame is manufactured from rust-resistant steel;  making the outdoor canopy stable and durable. The party tent has side panels;  each with decorative windows;  and 1 door panel with a zip for easy entrance. The garden gazebo is easy to assemble.</p><p> </p><p>NOTE: This product should NEVER be used under bad weather;  such as strong wind;  heavy rain;  snow;  storm;  etc.</p><ul><li>Color: Blue</li><li>Material: 0.3 oz/ft² PE (100% polyethylene);  steel</li><li>Dimensions: 13.1' x 19.7' x 9 (W x D x H)</li><li>Eave height from the ground: 6.6'</li><li>With side walls</li><li>UV and water resistant</li><li>Mounting materials included: Yes</li></ul>,Professional Party Tent with Side Walls 13.1'x19.7' Blue 0.3 oz/ft¬≤,
Propane 2-in-1 Portable 2 Burner Grill Camp Stove,,"Details:<br><p><span>Cook and grill simultaneously with the Ozark Trail 2-in-1 Portable 2 Burner Propane Camp Stove Grill. Push-button ignition system for matchless lighting, you'll be cooking with up to 20,000 total BTUs. The stove surface fits a 6-inch pot and the 122-square-inch grill area leaves plenty of room for grilling. Durable steel body with wind guards help shield your flame from wind. All of this in one compact design that sets up easily at the campsite, tailgate, or in your backyard. 2-in-1 design so you can use the grill and stove at the same time. 2 adjustable burners for precise temperature control. Once the grilling is done and the grill cools down cleanup is easy with a removable grease management tray for easy cleaning. The grills handle aid in portability and final storage until your next event.<br></span></p><ul>    <li><span><p>Propane 2-in-1 Portable 2 Burner Grill Camp Stove:</p><ul><li>2 10,000 BTU stainless steel burners for a total of 20,000 BTUs of cooking power </li><li>6 inch pot stand and 122-Square inch cast iron grilling area</li><li>Removable grease management tray for easy cleaning</li><li>Built-in wind guards keep the flame strong even during suboptimal weather conditions</li><li>Push-button ignition system for matchless lighting</li><li>Perfect for camping, hunting, tailgating and other outdoor occasions</li><li>Powerful design that runs for up to 1 hour with a 16-oz cylinder propane canister sold seperately</li><li>Color:Black</li><li>Model No. : GCT2220W</li></ul><br></span></li></ul>",Propane 2-in-1 Portable 2 Burner Grill Camp Stove,
"Quad Zero Gravity Lounger Camping Chair, Blue, Adult",,"Highlights:<br>1.Quad-folding frame allows you to take zero gravity comfort anywhere<br>2.Compact folding size allows for easy transportation and storage<br>3.Easy locking levers, reclines to a fully laid-back position giving a zero gravity feeling<br>4.Compact quad-folding frame for easy transportation<br>5.Easy locking levers for keeping the chair in the perfect position<br><br>Details:<br><p>The Quad Zero Gravity Lounger is a must-have for your outdoor furniture collection. Unlike ordinary chairs, this lounger offers multiple reclining positions, including a fully laid-back option, to give you an unparalleled zero-gravity experience. Simply use the user-friendly locking levers to secure your desired position and indulge in ultimate relaxation.</p><p>Crafted with durability in mind, this chair is built to withstand season after season of use. Its sturdy powder-coated steel frame has been designed to provide excellent support, holding up to 300 pounds. The 600D polyester fabric with PE coating ensures maximum resilience and longevity. Additionally, the frame features a compact quad folding design, making both storage and transportation a breeze.</p><p>Once you experience the comfort of the Quad Zero Gravity Lounger, you'll never want to settle for standard folding chairs again. Whether you're enjoying backyard campouts with the kids, leisurely Saturdays by the river with friends, or embarking on a solitary week-long wilderness retreat, this lounger guarantees that everyday adventures are elevated to extraordinary heights. With a range of gear and accessories designed with your needs in mind, embracing the spirit of adventure has never been easier or more affordable. Because adventure isn't just a destination—it's a way of life.</p>","Quad Zero Gravity Lounger Camping Chair, Blue, Adult",
Ray Ban 3025 112/69 Aviator Gold Frame with FIRE MIRROR Lens - SMALL SIZE 55mm,Ray Ban,Highlights:<br />1.Ray Ban 3025 112/69 Aviator Gold Frame with FIRE MIRROR Lens - SMALL SIZE 55mm<br /><br />Details:<br /><p >New Ray Ban Sunglasses - RB 3025 112/69 Gold Grame With Fire Mirror Lens<br /><br />Style: Aviator<br /><br />Color Code: 112/69<br /><br />Sizes:  Small - 55mm<br /><br />Shipping From : Israel +Express Trakcing Number<br /><br />Handeling time : 3 buinsess dasy <br /><br />What do you get :  Ray Ban Sunglasses + Leather Case + Cloth + Booklet<br /><br />NOTE<br />item will be repackaged - and shipped wihout the grey ouuter carton box<br /><br /><br />Thank You</p><p > </p>,Ray Ban 3025 112/69 Aviator Gold Frame with FIRE MIRROR Lens - SMALL SIZE 55mm,
Refractor Telescope,,"Details:<br><p><strong>Features:</strong><br><br>- Portable & Wide Application - Astronomical Refractor Telescope features detachable design and light weight for easy storage and carrying;  ideal for observing moon & stars while camping and travelling and increasing the interests of astronomy; with a constellation guiding map for helping beginners and kids to recognize different constellations<br>- Ultra-clear View - Telescope features 50mm large aperture multi-coated glass lens with high transmittance for providing wider view and clearer picture;  enhancing image brightness and contrast ratio while protecting your eyes<br>- High Magnification - Features 360mm focal length and 2 replaceable eyepieces(H20mm&H6mm) with the 3X Barlow lens to make different magnification combinations;  varying from 18x to 180x;  you can freely enjoy different distances for watching the stars;  moon;  animals;  etc<br>- Phone Adaptor & Remote - Phone adaptor is designed for installing on the zenith mirror and holding mobile phones with 2"" to 3 3/8"" width; Remote control for connecting the phone via Bluetooth and taking photos to capture the moment you want to record<br>- Rotatable Tripod Head - 17 11/16"" height aluminum alloy tripod features 360-degree rotatable head for ensuring stability and flexibility;  can be placed on the workbench for easy observation from different angles<br><br><strong>Specifications:</strong><br><br>- Overall Dimension with Tripod(LxWxH): 17 5/16"" x 14 9/16"" x 18 11/16"" (44 x 37 x 47.5 cm)<br>- Main Tube Length: 15 3/16"" to 17 5/16"" (38.5 to 44 cm)<br>- Main Tube Diameter: 2 3/8"" (6 cm)<br>- Compatible Width of Phone Adaptor: 2"" to 3 3/8"" (5.1 to 8.5 cm)<br>- Compatible Eyepiece Diameter of Eyepiece Holder: 1"" to 1 3/4"" (2.6 to 4.4 cm)<br>- Focal Length: 360mm<br>- Objective Lens: 50mm<br>- Hybrid Diagonal: 90 Degrees<br>- Eyepieces: H6mm;  H20mm<br>- Erecting Eye: 3X<br>- Magnification with Erecting Eye: H6mm: 60x to 180X; H20mm: 18X to 54X<br>- Remote Compatible System: IOS;  Android<br>- Net Weight: 1.32 Lbs (0.6 kg)<br><br><strong>Package Contents:</strong><br><br>- 1x Telescope Tube<br>- 1x Zenith Mirror<br>- 2x Eyepieces<br>- 1x Barlow Lens<br>- 1x Green Lens<br>- 1x Tripod<br>- 1x Bluetooth Remote<br>- 1x Phone Adaptor<br>- 1x Eyepiece Holder<br>- 2x Screws<br>- 1x Constellation Map<br>- 1x Manual<br><br></p><p>Notes: Attention: Ebay MAP:$39.9;  Other platform MAP: $39.9.</p>",Refractor Telescope,
RiverRough CoolerRaft,,Details:<br><ul><li>Large enough to hold a full size cooler</li><li>Features 4 cup/soda holders</li><li>4 Sturdy vinyl handles</li><li>2 Rope ties</li><li>Heavy duty vinyl construction</li><li>Inflated size: 55' x 44'</li></ul>,RiverRough CoolerRaft,
Set of 2 Patio Folding Chairs Sling Portable Dining Chair Set with Armrest,,"Highlights:<br>1.Set of 2 Folding Chairs: This outdoor patio furniture set includes 2 folding chairs, easy to add the extra relaxing area for an optimal new look to get the mood strikes while having a barbecue in your backyard, garden, porch, and so on. An adequate seat height of 16.5‚Äù off the ground can perfectly fit many outdoor dining tables.<br>2.Stable and Durable Construction: Made of heavy-duty yet lightweight steel frame in triangular structure, this set of 2 patio sling chairs features a maximum weight capacity of 250 lbs. And the anti-skid rubber pads on the bottom effectively prevent accidental slippery and protect your floor.<br>3.Ultra Sitting Comfort: Designed with the breathable and comfortable fabric, this folding bistro chair is non-deformation and full of elasticity and texture. The streamlined armrest ensures the ultra comfort of your arms and will become your good sunbathing and camping companion everywhere you like.<br>4.Foldable and Compact Design: Adopting the foldable design with a lock catch device, you can put the patio chairs in a folded frame to avoid occupying the space available on the site and avoid the accidental spread-out, convenient for daily transportation to camping, go fishing, and so on.<br>5.Fully Assembly and Easy Maintenance: This foldable sling chair arrives fully assembled, hassle-free. And the weather-resistant patio folding chair can easily clean up and withstand the fluctuating weather, no longer worrying about the resting place while going out.<br><br>Details:<br><p>Specifications</p><table><tbody><tr><td>Color</td><td>Black</td></tr><tr><td>Material</td><td>Steel; fabric</td></tr><tr><td>Overall dimension</td><td>25"" x 24.5"" x 35.5"" (L x W x H)</td></tr><tr><td>Net weight of per chair</td><td>8.5 lbs</td></tr><tr><td>Folding size</td><td>33"" x 22"" x 4"" (L x W x H)</td></tr><tr><td>Weight capacity</td><td>250 lbs</td></tr></tbody></table><p> </p><p>Overview</p><p>This set of 2 patio folding chairs is perfect for your outdoor activities.</p><p> </p><p>This foldable chair set is designed in foldable size with a lock catch device; not only minimizing the trip luggage but also providing an essential relaxing area outside. And the heavy-duty yet lightweight steel frame and fabric enable this foldable chair to be more stable and comfortable for adults. Perfect choice for your patio; pool; garden; and beach or camping trip.</p><p> </p><p>If you are looking for this product; don't hesitate to buy it!</p><p> </p><p>Set of 2 folding chairs; available for a big family or outdoor activitiesHeavy-duty steel frame in triangular structure; 250 lbs load-bearing capacityBreathable and comfortable fabric; cozy sitting experienceStreamlined armrest ensures the ultra comfortEasy to transport and store thanks to its foldable design with lock catch deviceNon-slip foot pads protect your floor from scuffSuitable for patio; pool; garden and balcony; etcServes as a dining chair; office chair; and camping chair; etcEasy to clean and assembly not required</p>",Set of 2 Patio Folding Chairs Sling Portable Dining Chair Set with Armrest,
Single - Side Silicone - Coated Single - Person Rodless Tent Outdoors,,"<p><strong>Product information:<br></strong><span style=""font-size: 1em;"">Material: 15d single side silicone coated nylon<br></span><span style=""font-size: 1em;"">Material: 20d breathable mesh +40d silicone coated nylon<br></span><span style=""font-size: 1em;"">Weight of the whole set: about 800g (tent weight 615g, accessories 215g)<br></span><span style=""font-size: 1em;"">Size: 205x92x110cm (length * width * height)</span></p><p><strong><br></strong></p><p><strong>Features:</strong><br>Single side silicone coated nylon, with very good toughness, light weight, high waterproof coefficient (6000mm or more), suture waterproof glue</p><p><br></p><p><strong>Construction description:</strong><br>1. Fix several feet of the internal account with land nails.<br>2. Adjust the climbing stick to a proper length, fix the top of the inner tent on the handle of the climbing stick, and erect the inner tent.<br>3. Set the external account on the internal account and fix it.<br>4. The outer tent legs are equipped with adjustable bull nose pull buckles, which can facilitate the adjustment of tent tightness. The inner tent legs are equipped with elastic ropes, which are convenient to fit with the outer tent</p><p><br></p><p><strong>Packing list:</strong></p><p>Outer tent, inner tent, floor nail, wind rope, storage bag, small support rod at the tail</p><p><br></p><p><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/2488f268-3f35-42c8-8dc1-7c833c8739e9.jpg"" style=""max-width:100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/9e451280-3010-4dbc-aef8-2b0c9852b056.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/2715483d-0096-4f68-9d7e-e22c3b501ac1.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/ae472616-ccfa-4db5-ba4f-9417471dc9f9.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/9deb355a-58a8-4f8a-b883-be2f6f7df1a8.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/a3b699b8-2607-47cd-9126-0852896d72c8.jpg"" style=""max-width: 100%;""><span style=""font-size: 1em;""><br></span></p>",Single - Side Silicone - Coated Single - Person Rodless Tent Outdoors,
Single 15D Silicone Coated Nylon Outdoor Camping Tent,,"<p><strong>Product information:</strong></p><p>Tent Size: Single<br>Color classification: Dark grey black tent<br>Weight: 1.5kg<br>Tent structure: Double tent<br>Adapt to seasons: Four seasons<br>Account construction: The expansion size (length * width * height cm) is 210x80x100cm<br>Tent space structure: One bedroom<br>Inner tent material: mesh + breathable cloth<br>External waterproof index: more than 3000MM<br>Bottom waterproof index: more than 3000MM<br>Support material: aluminum alloy<br>External tent material: 15D single silicon nylon<br>Account bottom material: 40D single silicon nylon</p><p><br></p><p><strong>Packing list:</strong></p><p>Internal account, external account, floor nail, wind rope, support, and floor cloth for free</p><p><br></p><p><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/3f30a0a3-655e-4e5f-b7a8-4ab8806f9f55.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/86dd1bfb-5c09-4a18-aeb5-0217d667da3f.jpg"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/867eac24-045a-42e6-8c79-9ac3a31f080e.png"" style=""max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/4d5d8edf-4a52-4a1b-b533-ed13da97b10a.jpg"" style=""font-size: 1em; max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/93975f43-53c9-4b71-b1d5-b23035ff647f.jpg"" style=""font-size: 1em; max-width: 100%;""><img src=""https://cc-west-usa.oss-accelerate.aliyuncs.com/1ab66381-d935-481a-917c-5dd1a91bcdb3.jpg"" style=""font-size: 1em; max-width: 100%;""></p>",Single 15D Silicone Coated Nylon Outdoor Camping Tent,
Single Tent Hidden 20D Single Silicon  Light,,<p><strong>Product information:</strong></p><p>Brand name: AricxiÔºöStyle: Black style<br>Tent Size: SingleÔºöColor classification: special cloth black black<br>Tent structure: Double tentÔºöAdaptation season: three seasons account<br>Outer curtain material: nylon clothÔºöAccount bottom material: 20D single silicon nylon</p><p><br><strong>Packing list:</strong></p><p>1*One man tent</p>,Single Tent Hidden 20D Single Silicon  Light,
